Fecha,Departure,Arrive,Hora_Salida,Hora_LLegada,Price,Tipo
2023-04-20,CLO,BOG,9:27 a. m.,11:49 a. m.,"250.300,00",1 parada
2023-04-20,CLO,BOG,9:27 a. m.,2:44 p. m.,"250.300,00",1 parada
2023-04-20,CLO,BOG,1:15 p. m.,5:00 p. m.,"250.300,00",1 parada
2023-04-20,CLO,BOG,1:15 p. m.,7:34 p. m.,"850.420,00",1 parada
2023-04-20,CLO,BOG,5:21 p. m.,7:34 p. m.,"850.420,00",1 parada
2023-04-20,CLO,BOG,5:21 p. m.,9:30 p. m.,"850.420,00",1 parada
2023-04-20,CLO,BOG,5:21 p. m.,10:00 p. m.,"725.470,00",1 parada
2023-04-20,CLO,BOG,5:21 p. m.,10:26 p. m.,"725.470,00",1 parada
2023-04-20,CLO,BOG,5:21 p. m.,11:23 p. m.,"652.520,00",1 parada
2023-04-20,CLO,BOG,5:21 p. m.,11:59 p. m.,"585.170,00",1 parada
2023-04-20,CLO,BOG,6:07 a. m.,12:54 p. m.,"1.133.760,00",2 paradas
2023-04-20,CLO,BOG,5:21 p. m.,11:00 p. m.,"742.840,00",2 paradas
2023-04-21,CLO,BOG,4:12 a. m.,5:11 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,5:16 a. m.,6:15 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,6:40 a. m.,7:39 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,7:09 a. m.,8:08 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,7:30 a. m.,8:29 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,7:59 a. m.,8:58 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,9:20 a. m.,10:19 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,10:25 a. m.,11:25 a. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,2:42 p. m.,3:42 p. m.,"194.490,00",Directo
2023-04-21,CLO,BOG,4:16 p. m.,5:16 p. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,5:00 p. m.,6:00 p. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,5:37 p. m.,6:37 p. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,8:26 p. m.,9:26 p. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,10:15 p. m.,11:15 p. m.,"154.510,00",Directo
2023-04-21,CLO,BOG,4:04 a. m.,6:25 a. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,4:04 a. m.,7:30 a. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,4:04 a. m.,8:06 a. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,4:04 a. m.,8:25 a. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,4:04 a. m.,8:44 a. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,4:04 a. m.,9:12 a. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,10:57 a. m.,1:56 p. m.,"423.690,00",1 parada
2023-04-21,CLO,BOG,10:57 a. m.,4:56 p. m.,"423.690,00",1 parada
2023-04-21,CLO,BOG,10:57 a. m.,5:24 p. m.,"360.620,00",1 parada
2023-04-21,CLO,BOG,10:57 a. m.,5:44 p. m.,"782.710,00",1 parada
2023-04-21,CLO,BOG,3:17 p. m.,5:44 p. m.,"725.470,00",1 parada
2023-04-21,CLO,BOG,3:17 p. m.,8:34 p. m.,"360.620,00",1 parada
2023-04-21,CLO,BOG,3:17 p. m.,9:29 p. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,3:17 p. m.,10:09 p. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,6:51 p. m.,9:29 p. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,6:51 p. m.,10:09 p. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,6:51 p. m.,11:45 p. m.,"320.630,00",1 parada
2023-04-21,CLO,BOG,11:24 p. m.,"5:00 a. m.
+1","320.630,00",1 parada
2023-04-21,CLO,BOG,11:24 p. m.,"5:45 a. m.
+1","320.630,00",1 parada
2023-04-21,CLO,BOG,10:57 a. m.,5:33 p. m.,"418.930,00",2 paradas
2023-04-21,CLO,BOG,10:57 a. m.,9:30 p. m.,"469.620,00",2 paradas
2023-04-21,CLO,BOG,3:17 p. m.,9:30 p. m.,"469.620,00",2 paradas
2023-04-21,CLO,BOG,3:17 p. m.,10:00 p. m.,"716.430,00",2 paradas
2023-04-21,CLO,BOG,3:17 p. m.,11:59 p. m.,"414.050,00",2 paradas
2023-04-22,CLO,BOG,4:16 a. m.,5:15 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,5:16 a. m.,6:15 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,6:39 a. m.,7:38 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,7:30 a. m.,8:29 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,8:22 a. m.,9:21 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,9:13 a. m.,10:12 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,9:46 a. m.,10:45 a. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,1:13 p. m.,2:13 p. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,3:12 p. m.,4:12 p. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,4:29 p. m.,5:29 p. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,6:02 p. m.,7:02 p. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,7:00 p. m.,7:59 p. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,10:45 p. m.,11:45 p. m.,"154.510,00",Directo
2023-04-22,CLO,BOG,6:46 a. m.,9:12 a. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,6:46 a. m.,9:54 a. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,6:46 a. m.,12:57 p. m.,"330.270,00",1 parada
2023-04-22,CLO,BOG,9:49 a. m.,12:57 p. m.,"330.270,00",1 parada
2023-04-22,CLO,BOG,9:49 a. m.,2:46 p. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,9:49 a. m.,3:49 p. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,5:19 p. m.,10:00 p. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,5:19 p. m.,11:29 p. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,8:25 p. m.,11:29 p. m.,"250.300,00",1 parada
2023-04-22,CLO,BOG,6:46 a. m.,3:56 p. m.,"311.950,00",2 paradas
2023-04-22,CLO,BOG,6:46 a. m.,5:17 p. m.,"311.950,00",2 paradas
2023-04-22,CLO,BOG,9:49 a. m.,3:56 p. m.,"311.950,00",2 paradas
2023-04-22,CLO,BOG,9:49 a. m.,5:17 p. m.,"311.950,00",2 paradas
2023-04-23,CLO,BOG,4:16 a. m.,5:15 a. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,5:16 a. m.,6:15 a. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,6:00 a. m.,6:59 a. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,7:15 a. m.,8:14 a. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,7:46 a. m.,8:45 a. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,9:31 a. m.,10:30 a. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,11:11 a. m.,12:11 p. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,12:45 p. m.,1:45 p. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,4:59 p. m.,5:59 p. m.,"279.820,00",Directo
2023-04-23,CLO,BOG,8:21 p. m.,9:21 p. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,10:01 p. m.,11:01 p. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,10:41 p. m.,11:41 p. m.,"253.040,00",Directo
2023-04-23,CLO,BOG,1:05 p. m.,4:59 p. m.,"393.340,00",1 parada
2023-04-23,CLO,BOG,1:05 p. m.,6:45 p. m.,"850.420,00",1 parada
2023-04-23,CLO,BOG,4:58 p. m.,10:00 p. m.,"393.340,00",1 parada
2023-04-23,CLO,BOG,4:58 p. m.,10:30 p. m.,"393.340,00",1 parada
2023-04-23,CLO,BOG,4:58 p. m.,11:42 p. m.,"353.360,00",1 parada
2023-04-23,CLO,BOG,8:05 p. m.,10:30 p. m.,"353.360,00",1 parada
2023-04-23,CLO,BOG,8:05 p. m.,11:42 p. m.,"353.360,00",1 parada
2023-04-23,CLO,BOG,1:05 p. m.,9:00 p. m.,"504.840,00",2 paradas
2023-04-23,CLO,BOG,1:05 p. m.,10:00 p. m.,"469.620,00",2 paradas
2023-04-23,CLO,BOG,1:05 p. m.,10:23 p. m.,"557.560,00",2 paradas
2023-04-23,CLO,BOG,4:58 p. m.,10:23 p. m.,"436.300,00",2 paradas
2023-04-23,CLO,BOG,4:58 p. m.,11:28 p. m.,"451.060,00",2 paradas
2023-04-24,CLO,BOG,5:26 a. m.,6:25 a. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,6:21 a. m.,7:20 a. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,6:54 a. m.,7:53 a. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,7:30 a. m.,8:29 a. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,9:45 a. m.,10:44 a. m.,"194.490,00",Directo
2023-04-24,CLO,BOG,10:59 a. m.,11:59 a. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,1:06 p. m.,2:06 p. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,3:45 p. m.,4:45 p. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,4:16 p. m.,5:16 p. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,4:59 p. m.,5:59 p. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,8:30 p. m.,9:30 p. m.,"194.490,00",Directo
2023-04-24,CLO,BOG,9:02 p. m.,10:02 p. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,9:55 p. m.,10:55 p. m.,"154.510,00",Directo
2023-04-24,CLO,BOG,4:24 a. m.,7:31 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,4:24 a. m.,8:00 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,4:24 a. m.,8:29 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,4:24 a. m.,9:27 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,4:24 a. m.,10:03 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,5:42 a. m.,8:00 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,5:42 a. m.,8:29 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,5:42 a. m.,9:27 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,5:42 a. m.,10:03 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,5:42 a. m.,11:29 a. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,8:29 p. m.,10:56 p. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,8:29 p. m.,11:44 p. m.,"250.300,00",1 parada
2023-04-24,CLO,BOG,10:19 p. m.,"5:00 a. m.
+1","270.800,00",1 parada
2023-04-24,CLO,BOG,4:24 a. m.,9:39 a. m.,"417.260,00",2 paradas
2023-04-25,CLO,BOG,4:16 a. m.,5:15 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,5:17 a. m.,6:16 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,6:39 a. m.,7:38 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,7:15 a. m.,8:14 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,7:48 a. m.,8:47 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,8:30 a. m.,9:29 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,9:53 a. m.,10:52 a. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,11:26 a. m.,12:26 p. m.,"194.490,00",Directo
2023-04-25,CLO,BOG,11:58 a. m.,12:58 p. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,4:15 p. m.,5:15 p. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,5:02 p. m.,6:02 p. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,7:02 p. m.,8:02 p. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,9:32 p. m.,10:32 p. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,10:29 p. m.,11:29 p. m.,"154.510,00",Directo
2023-04-25,CLO,BOG,8:53 a. m.,12:14 p. m.,"250.300,00",1 parada
2023-04-25,CLO,BOG,8:53 a. m.,2:51 p. m.,"250.300,00",1 parada
2023-04-25,CLO,BOG,3:52 p. m.,7:29 p. m.,"250.300,00",1 parada
2023-04-25,CLO,BOG,7:36 p. m.,11:04 p. m.,"250.300,00",1 parada
2023-04-25,CLO,BOG,7:36 p. m.,11:59 p. m.,"250.300,00",1 parada
2023-04-25,CLO,BOG,10:43 p. m.,"5:00 a. m.
+1","270.800,00",1 parada
2023-04-25,CLO,BOG,10:43 p. m.,"5:29 a. m.
+1","270.800,00",1 parada
2023-04-25,CLO,BOG,3:52 p. m.,9:19 p. m.,"311.950,00",2 paradas
2023-04-25,CLO,BOG,3:52 p. m.,11:00 p. m.,"361.690,00",2 paradas
2023-04-25,CLO,BOG,3:52 p. m.,11:05 p. m.,"311.950,00",2 paradas
2023-04-26,CLO,BOG,4:16 a. m.,5:15 a. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,5:16 a. m.,6:15 a. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,6:31 a. m.,7:30 a. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,7:15 a. m.,8:14 a. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,7:45 a. m.,8:44 a. m.,"194.490,00",Directo
2023-04-26,CLO,BOG,8:30 a. m.,9:29 a. m.,"194.490,00",Directo
2023-04-26,CLO,BOG,1:32 p. m.,2:32 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,1:59 p. m.,2:59 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,4:12 p. m.,5:12 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,5:00 p. m.,6:00 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,8:15 p. m.,9:15 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,9:00 p. m.,10:00 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,9:46 p. m.,10:46 p. m.,"154.510,00",Directo
2023-04-26,CLO,BOG,10:10 a. m.,1:02 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,10:10 a. m.,4:12 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,2:13 p. m.,5:29 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,2:13 p. m.,5:34 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,2:13 p. m.,8:30 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,7:27 p. m.,10:44 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,7:27 p. m.,11:29 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,7:27 p. m.,11:34 p. m.,"250.300,00",1 parada
2023-04-26,CLO,BOG,10:10 a. m.,6:32 p. m.,"361.690,00",2 paradas
2023-04-26,CLO,BOG,2:13 p. m.,10:11 p. m.,"419.400,00",2 paradas
2023-04-26,CLO,BOG,2:13 p. m.,11:00 p. m.,"373.470,00",2 paradas
2023-04-27,CLO,BOG,4:30 a. m.,5:29 a. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,5:20 a. m.,6:19 a. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,6:37 a. m.,7:36 a. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,7:20 a. m.,8:19 a. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,8:30 a. m.,9:29 a. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,10:14 a. m.,11:14 a. m.,"194.490,00",Directo
2023-04-27,CLO,BOG,4:16 p. m.,5:16 p. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,5:29 p. m.,6:29 p. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,7:02 p. m.,8:02 p. m.,"194.490,00",Directo
2023-04-27,CLO,BOG,7:25 p. m.,8:25 p. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,8:25 p. m.,9:25 p. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,9:39 p. m.,10:39 p. m.,"154.510,00",Directo
2023-04-27,CLO,BOG,6:07 a. m.,8:59 a. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,6:07 a. m.,10:29 a. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,6:07 a. m.,11:49 a. m.,"330.270,00",1 parada
2023-04-27,CLO,BOG,9:27 a. m.,11:49 a. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,9:27 a. m.,2:44 p. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,1:15 p. m.,5:00 p. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,1:15 p. m.,7:35 p. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,5:21 p. m.,7:35 p. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,5:21 p. m.,9:30 p. m.,"330.270,00",1 parada
2023-04-27,CLO,BOG,5:21 p. m.,10:00 p. m.,"330.270,00",1 parada
2023-04-27,CLO,BOG,5:21 p. m.,10:26 p. m.,"330.270,00",1 parada
2023-04-27,CLO,BOG,5:21 p. m.,11:23 p. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,5:21 p. m.,11:59 p. m.,"250.300,00",1 parada
2023-04-27,CLO,BOG,6:07 a. m.,12:54 p. m.,"451.890,00",2 paradas
2023-04-27,CLO,BOG,5:21 p. m.,11:00 p. m.,"373.470,00",2 paradas
2023-04-28,CLO,BOG,4:12 a. m.,5:11 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,5:16 a. m.,6:15 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,6:40 a. m.,7:39 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,7:09 a. m.,8:08 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,7:30 a. m.,8:29 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,7:59 a. m.,8:58 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,9:20 a. m.,10:19 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,10:25 a. m.,11:25 a. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,2:42 p. m.,3:42 p. m.,"194.490,00",Directo
2023-04-28,CLO,BOG,4:16 p. m.,5:16 p. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,5:00 p. m.,6:00 p. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,5:37 p. m.,6:37 p. m.,"194.490,00",Directo
2023-04-28,CLO,BOG,8:26 p. m.,9:26 p. m.,"194.490,00",Directo
2023-04-28,CLO,BOG,10:15 p. m.,11:15 p. m.,"154.510,00",Directo
2023-04-28,CLO,BOG,4:04 a. m.,6:25 a. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,4:04 a. m.,7:30 a. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,4:04 a. m.,8:06 a. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,4:04 a. m.,8:25 a. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,4:04 a. m.,8:44 a. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,4:04 a. m.,9:12 a. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,9:27 a. m.,12:24 p. m.,"360.620,00",1 parada
2023-04-28,CLO,BOG,9:27 a. m.,1:56 p. m.,"360.620,00",1 parada
2023-04-28,CLO,BOG,3:17 p. m.,5:44 p. m.,"360.620,00",1 parada
2023-04-28,CLO,BOG,3:17 p. m.,8:34 p. m.,"360.620,00",1 parada
2023-04-28,CLO,BOG,3:17 p. m.,9:29 p. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,3:17 p. m.,10:09 p. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,6:51 p. m.,9:29 p. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,6:51 p. m.,10:09 p. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,6:51 p. m.,11:45 p. m.,"320.630,00",1 parada
2023-04-28,CLO,BOG,11:24 p. m.,"5:00 a. m.
+1","320.630,00",1 parada
2023-04-28,CLO,BOG,11:24 p. m.,"5:45 a. m.
+1","320.630,00",1 parada
2023-04-28,CLO,BOG,9:27 a. m.,5:33 p. m.,"551.140,00",2 paradas
2023-04-28,CLO,BOG,3:17 p. m.,9:30 p. m.,"373.470,00",2 paradas
2023-04-28,CLO,BOG,3:17 p. m.,10:00 p. m.,"716.430,00",2 paradas
2023-04-28,CLO,BOG,3:17 p. m.,11:59 p. m.,"414.050,00",2 paradas
2023-04-29,CLO,BOG,4:16 a. m.,5:15 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,5:16 a. m.,6:15 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,6:39 a. m.,7:38 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,7:30 a. m.,8:29 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,8:22 a. m.,9:21 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,9:13 a. m.,10:12 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,9:46 a. m.,10:45 a. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,1:13 p. m.,2:13 p. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,3:12 p. m.,4:12 p. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,4:29 p. m.,5:29 p. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,6:02 p. m.,7:02 p. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,7:00 p. m.,7:59 p. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,10:45 p. m.,11:45 p. m.,"154.510,00",Directo
2023-04-29,CLO,BOG,7:32 a. m.,9:54 a. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,7:32 a. m.,12:57 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,10:35 a. m.,12:57 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,10:35 a. m.,2:46 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,10:35 a. m.,3:49 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,10:35 a. m.,4:59 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,5:19 p. m.,10:00 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,5:19 p. m.,11:29 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,8:25 p. m.,11:29 p. m.,"250.300,00",1 parada
2023-04-29,CLO,BOG,7:32 a. m.,3:56 p. m.,"395.720,00",2 paradas
2023-04-29,CLO,BOG,7:32 a. m.,5:17 p. m.,"395.720,00",2 paradas
2023-04-29,CLO,BOG,10:35 a. m.,3:56 p. m.,"418.930,00",2 paradas
2023-04-29,CLO,BOG,10:35 a. m.,5:17 p. m.,"418.930,00",2 paradas
2023-04-30,CLO,BOG,4:16 a. m.,5:15 a. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,5:16 a. m.,6:15 a. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,6:00 a. m.,6:59 a. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,7:46 a. m.,8:45 a. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,9:31 a. m.,10:30 a. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,11:11 a. m.,12:11 p. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,12:45 p. m.,1:45 p. m.,"383.700,00",Directo
2023-04-30,CLO,BOG,8:21 p. m.,9:21 p. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,10:01 p. m.,11:01 p. m.,"253.040,00",Directo
2023-04-30,CLO,BOG,1:05 p. m.,4:59 p. m.,"353.360,00",1 parada
2023-04-30,CLO,BOG,1:05 p. m.,5:59 p. m.,"353.360,00",1 parada
2023-04-30,CLO,BOG,1:05 p. m.,6:45 p. m.,"468.430,00",1 parada
2023-04-30,CLO,BOG,8:05 p. m.,10:30 p. m.,"353.360,00",1 parada
2023-04-30,CLO,BOG,1:05 p. m.,9:00 p. m.,"395.720,00",2 paradas
2023-04-30,CLO,BOG,1:05 p. m.,10:00 p. m.,"417.260,00",2 paradas
2023-04-30,CLO,BOG,1:05 p. m.,10:23 p. m.,"716.430,00",2 paradas
2023-05-01,CLO,BOG,5:26 a. m.,6:25 a. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,6:21 a. m.,7:20 a. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,6:54 a. m.,7:53 a. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,7:30 a. m.,8:29 a. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,9:45 a. m.,10:44 a. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,11:10 a. m.,12:10 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,1:06 p. m.,2:06 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,3:49 p. m.,4:49 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,4:57 p. m.,5:57 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,8:15 p. m.,9:15 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,9:02 p. m.,10:02 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,9:55 p. m.,10:55 p. m.,"253.040,00",Directo
2023-05-01,CLO,BOG,4:24 a. m.,7:31 a. m.,"353.360,00",1 parada
2023-05-01,CLO,BOG,4:24 a. m.,8:00 a. m.,"353.360,00",1 parada
2023-05-01,CLO,BOG,4:24 a. m.,8:29 a. m.,"353.360,00",1 parada
2023-05-01,CLO,BOG,4:24 a. m.,9:27 a. m.,"353.360,00",1 parada
2023-05-01,CLO,BOG,4:24 a. m.,10:20 a. m.,"353.360,00",1 parada
2023-05-01,CLO,BOG,5:42 a. m.,8:00 a. m.,"423.690,00",1 parada
2023-05-01,CLO,BOG,5:42 a. m.,8:29 a. m.,"423.690,00",1 parada
2023-05-01,CLO,BOG,5:42 a. m.,9:27 a. m.,"423.690,00",1 parada
2023-05-01,CLO,BOG,5:42 a. m.,10:20 a. m.,"423.690,00",1 parada
2023-05-01,CLO,BOG,5:42 a. m.,11:29 a. m.,"520.550,00",1 parada
2023-05-01,CLO,BOG,8:29 p. m.,10:56 p. m.,"393.340,00",1 parada
2023-05-01,CLO,BOG,8:29 p. m.,11:44 p. m.,"393.340,00",1 parada
2023-05-01,CLO,BOG,10:19 p. m.,"5:00 a. m.
+1","350.770,00",1 parada
2023-05-01,CLO,BOG,4:24 a. m.,9:39 a. m.,"417.260,00",2 paradas
